date,opponent,goals,assists,points,plus_minus,SOG,TOI,result,team_score,opp_score,game_number,game_context,season,opp_goalie_id,opp_goalie_name,is_elimination_game,rest_days,is_back_to_back,rolling_pts_5,opp_ga_per_game,opp_goalie_sv_pct
2022-03-07,CBJ,1,1,2,2,7,18.33333333333333,W,5,4,,regular_season,2021-22,8478007,E. Merzlikins,False,2.0,False,1.6,3.6585,0.9083376775322425
2022-03-08,SEA,3,0,3,0,4,20.366666666666667,W,6,4,,regular_season,2021-22,8475831,P. Grubauer,False,1.0,True,1.6,3.4691,0.9045953987958341
2022-03-10,ARI,1,0,1,0,5,23.08333333333333,L,4,5,,regular_season,2021-22,8475809,S. Wedgewood,False,2.0,False,1.4,3.8171,0.9061325938197492
2022-03-13,BUF,1,0,1,-2,5,20.433333333333334,L,2,5,,regular_season,2021-22,8467950,C. Anderson,False,3.0,False,1.6,3.5366,0.9102758115663209
2022-03-19,NSH,1,1,2,1,10,23.066666666666663,L,3,6,,regular_season,2021-22,8477424,J. Saros,False,6.0,False,1.8,3.0732,0.922132951834925
2022-03-23,NJD,0,1,1,0,2,21.58333333333333,W,3,2,,regular_season,2021-22,8482076,N. Daws,False,4.0,False,1.8,3.7439,0.9070425859703698
2022-03-26,MTL,1,0,1,-1,6,21.53333333333333,L,2,4,,regular_season,2021-22,8474596,J. Allen,False,3.0,False,1.6,3.8902,0.9053964451924684
2022-03-27,FLA,1,1,2,2,3,18.35,W,5,2,,regular_season,2021-22,8481519,S. Knight,False,1.0,True,1.2,3.0,0.9094294057725497
2022-03-29,BOS,1,1,2,-1,3,18.28333333333333,W,6,4,,regular_season,2021-22,8480280,J. Swayman,False,2.0,False,1.4,2.6829,0.9195323497961841
2022-03-31,WPG,1,1,2,0,6,19.7,W,7,3,,regular_season,2021-22,8477480,E. Comrie,False,2.0,False,1.6,3.1358,0.9116601512782222
2022-04-02,PHI,1,0,1,0,4,19.666666666666668,W,6,3,,regular_season,2021-22,8479394,C. Hart,False,2.0,False,1.6,3.6341,0.9090686921242545
2022-04-04,TBL,3,1,4,3,7,17.766666666666666,W,6,2,,regular_season,2021-22,8476883,A. Vasilevskiy,False,2.0,False,1.6,2.8415,0.9186684480462374
2022-04-05,FLA,0,3,3,-2,8,24.683333333333334,L,6,7,,regular_season,2021-22,8475683,S. Bobrovsky,False,1.0,True,2.2,3.0,0.9080860010190582
2022-04-07,DAL,2,0,2,2,12,23.1,W,4,3,,regular_season,2021-22,8475809,S. Wedgewood,False,2.0,False,2.4,3.0,0.9069547803372694
2022-04-09,MTL,2,0,2,2,6,21.03333333333333,W,3,2,,regular_season,2021-22,8474596,J. Allen,False,2.0,False,2.4,3.8902,0.9046339986157023
2022-04-12,BUF,0,0,0,-2,4,21.633333333333333,L,2,5,,regular_season,2021-22,8467950,C. Anderson,False,3.0,False,2.4,3.5366,0.9064367562385325
2022-04-14,WSH,0,2,2,0,3,18.5,W,7,3,,regular_season,2021-22,8478492,I. Samsonov,False,2.0,False,2.2,2.9878,0.9039726074853499
2022-04-16,OTT,0,1,1,3,3,23.816666666666663,W,5,4,,regular_season,2021-22,8476341,A. Forsberg,False,2.0,False,1.8,3.2439,0.914040636709396
2022-04-23,FLA,0,0,0,1,7,21.666666666666668,L,2,3,,regular_season,2021-22,8475683,S. Bobrovsky,False,7.0,False,1.4,3.0,0.9082962808584788
2022-04-24,WSH,0,2,2,1,4,25.316666666666663,W,4,3,,regular_season,2021-22,8477970,V. Vanecek,False,1.0,True,1.0,2.9878,0.9089880171011125
2022-04-26,DET,2,0,2,1,7,19.35,W,3,0,,regular_season,2021-22,8477968,A. Nedeljkovic,False,2.0,False,1.0,3.8049,0.9061096941773398
2022-05-02,TBL,2,1,3,2,6,16.783333333333335,W,5,0,1.0,first_round,2021-22,8476883,A. Vasilevskiy,False,6.0,False,1.4,2.8415,0.9170025642270221
