gameId,date,opponent,goals,assists,points,plus_minus,SOG,TOI,result,team_score,opp_score,game_number,game_context,season,is_elimination_game,home_away,opp_goalie_id,opp_goalie_name,rest_days,is_back_to_back,rolling_pts_5,opp_ga_per_game,opp_goalie_sv_pct
2023020707,2024-01-20,PHI,2,2,4,3,4,23.5,W,7,4,,regular_season,2023-24,False,R,8479394,C. Hart,2.0,False,1.4,3.1829,0.9069357781172104
2023020742,2024-01-24,WSH,4,1,5,3,8,20.48333333333333,W,6,2,,regular_season,2023-24,False,H,8479292,C. Lindgren,4.0,False,2.0,3.1341,0.9070223588292541
2023020757,2024-01-26,LAK,1,1,2,1,3,19.05,W,5,1,,regular_season,2023-24,False,H,8475660,C. Talbot,2.0,False,2.6,2.622,0.9047822409199742
2023020781,2024-02-05,NYR,1,0,1,0,7,24.03333333333333,L,1,2,,regular_season,2023-24,False,R,8471734,J. Quick,10.0,False,2.8,2.7927,0.9028265491014257
2023020787,2024-02-06,NJD,0,0,0,-1,4,24.55,L,3,5,,regular_season,2023-24,False,R,8477970,V. Vanecek,1.0,True,2.6,3.4512,0.8933419378100127
2023020799,2024-02-08,CAR,0,0,0,-1,4,24.133333333333333,L,2,5,,regular_season,2023-24,False,R,8481611,P. Kochetkov,2.0,False,2.4,2.6341,0.8997078253786485
2023020809,2024-02-10,FLA,0,0,0,0,1,18.316666666666663,L,0,4,,regular_season,2023-24,False,R,8475683,S. Bobrovsky,2.0,False,1.6,2.439,0.9072697965674645
2023020828,2024-02-13,WSH,0,2,2,0,5,24.08333333333333,W,6,3,,regular_season,2023-24,False,R,8479292,C. Lindgren,3.0,False,0.6,3.1341,0.9042319001689603
2023020842,2024-02-15,TBL,0,2,2,-1,5,23.916666666666668,L,3,6,,regular_season,2023-24,False,R,8476883,A. Vasilevskiy,2.0,False,0.6,3.2683,0.9020943403371666
2023020864,2024-02-18,ARI,1,1,2,0,9,23.55,W,4,3,,regular_season,2023-24,False,H,8478872,K. Vejmelka,3.0,False,0.8,3.3415,0.8950115446296193
2023020881,2024-02-20,VAN,0,1,1,0,10,24.0,W,3,1,,regular_season,2023-24,False,H,8477967,T. Demko,2.0,False,1.2,2.7195,0.9127818971264403
2023020890,2024-02-22,DET,1,0,1,0,11,24.166666666666668,L,1,2,,regular_season,2023-24,False,R,8479312,A. Lyon,2.0,False,1.4,3.3415,0.9091359503903159
2023020908,2024-02-24,TOR,0,3,3,2,2,23.28333333333333,L,3,4,,regular_season,2023-24,False,H,8478492,I. Samsonov,2.0,False,1.6,3.2073,0.90098938717085
2023020936,2024-02-27,DAL,1,1,2,2,6,19.78333333333333,W,5,1,,regular_season,2023-24,False,H,8479979,J. Oettinger,3.0,False,1.8,2.8537,0.9015672126639661
2023020949,2024-02-29,CHI,1,1,2,1,4,19.25,W,5,0,,regular_season,2023-24,False,R,8475852,P. Mrazek,2.0,False,1.8,3.5366,0.9065746792588967
2023020959,2024-03-02,NSH,1,0,1,-1,4,21.05,L,1,5,,regular_season,2023-24,False,R,8477424,J. Saros,2.0,False,1.8,3.0244,0.9090504149068788
2023020979,2024-03-04,CHI,2,2,4,3,6,21.316666666666663,W,5,0,,regular_season,2023-24,False,H,8475852,P. Mrazek,2.0,False,1.8,3.5366,0.905672717793687
2023020991,2024-03-06,DET,1,3,4,3,8,21.8,W,7,2,,regular_season,2023-24,False,H,8479312,A. Lyon,2.0,False,2.4,3.3415,0.9090102617157712
2023021006,2024-03-08,MIN,0,2,2,1,6,25.183333333333334,W,2,1,,regular_season,2023-24,False,H,8479406,F. Gustavsson,2.0,False,2.6,3.2073,0.9017655554201808
2023021039,2024-03-12,CGY,1,1,2,3,5,17.95,W,6,2,,regular_season,2023-24,False,R,8478435,D. Vladar,4.0,False,2.6,3.3049,0.8968439506184982
2023021044,2024-03-13,VAN,1,1,2,-1,3,23.133333333333333,W,4,3,,regular_season,2023-24,False,R,8479193,C. DeSmith,1.0,True,2.6,2.7195,0.9000254810389627
2023021070,2024-03-16,EDM,0,1,1,1,6,24.716666666666665,W,3,2,,regular_season,2023-24,False,R,8479973,S. Skinner,3.0,False,2.8,2.8902,0.9045490490997923
2023021089,2024-03-19,STL,0,1,1,1,3,24.05,W,4,3,,regular_season,2023-24,False,R,8476412,J. Binnington,3.0,False,2.2,3.0488,0.9089652865709481
2023021111,2024-03-22,CBJ,1,1,2,1,7,19.78333333333333,W,6,1,,regular_season,2023-24,False,H,8478007,E. Merzlikins,3.0,False,1.6,3.6585,0.9001196146811212
2023021125,2024-03-24,PIT,1,2,3,1,6,24.866666666666667,W,5,4,,regular_season,2023-24,False,H,8477968,A. Nedeljkovic,2.0,False,1.6,3.061,0.9055512937313821
2023021144,2024-03-26,MTL,1,0,1,0,4,24.48333333333333,L,1,2,,regular_season,2023-24,False,H,8478470,S. Montembeault,2.0,False,1.8,3.5244,0.9015112540346522
2023021159,2024-03-28,NYR,0,0,0,1,5,27.883333333333333,L,2,3,,regular_season,2023-24,False,H,8478048,I. Shesterkin,2.0,False,1.6,2.7927,0.9113940491894514
2023021169,2024-03-30,NSH,2,2,4,1,5,23.316666666666663,W,7,4,,regular_season,2023-24,False,H,8480947,K. Lankinen,2.0,False,1.4,3.0244,0.904973624709223
2023021181,2024-04-01,CBJ,0,0,0,-1,9,26.366666666666667,L,1,4,,regular_season,2023-24,False,R,8480193,D. Tarasov,2.0,False,2.0,3.6585,0.9043978254115264
2023021207,2024-04-04,MIN,1,2,3,3,5,20.45,W,5,2,,regular_season,2023-24,False,R,8479406,F. Gustavsson,3.0,False,1.6,3.2073,0.9039000911170572
2023021214,2024-04-05,EDM,0,1,1,-2,4,22.48333333333333,L,2,6,,regular_season,2023-24,False,R,8479973,S. Skinner,1.0,True,1.6,2.8902,0.904094487362503
2023021236,2024-04-07,DAL,0,2,2,0,8,24.95,L,4,7,,regular_season,2023-24,False,H,8479979,J. Oettinger,2.0,False,1.6,2.8537,0.9031879346435494
2023021248,2024-04-09,MIN,3,1,4,4,10,19.0,W,5,2,,regular_season,2023-24,False,H,8479406,F. Gustavsson,2.0,False,2.0,3.2073,0.9032819340498711
2023021272,2024-04-13,WPG,0,0,0,-2,4,21.2,L,0,7,,regular_season,2023-24,False,H,8476945,C. Hellebuyck,4.0,False,2.0,2.4268,0.9127299684976051
2023021284,2024-04-14,VGK,0,1,1,-1,4,19.8,L,3,4,,regular_season,2023-24,False,R,8478499,A. Hill,1.0,True,2.0,2.9878,0.9123091491958449
2023021310,2024-04-18,EDM,0,2,2,1,1,17.65,W,5,1,,regular_season,2023-24,False,H,8479973,S. Skinner,4.0,False,1.6,2.8902,0.9033614119260935
2023030161,2024-04-21,WPG,1,1,2,-1,4,24.183333333333334,L,6,7,1.0,first_round,2023-24,False,R,8476945,C. Hellebuyck,3.0,False,1.8,2.4268,0.913634932097651
2023030162,2024-04-23,WPG,0,1,1,3,2,22.98333333333333,W,5,2,2.0,first_round,2023-24,False,R,8476945,C. Hellebuyck,2.0,False,1.8,2.4268,0.9131914926969495
2023030163,2024-04-26,WPG,1,1,2,-1,8,22.633333333333333,W,6,2,3.0,first_round,2023-24,False,H,8476945,C. Hellebuyck,3.0,False,1.2,2.4268,0.9128899586625504
2023030164,2024-04-28,WPG,0,2,2,1,3,20.933333333333334,W,5,1,4.0,first_round,2023-24,False,H,8476945,C. Hellebuyck,2.0,False,1.6,2.4268,0.9129451234848129
2023030165,2024-04-30,WPG,0,2,2,3,7,21.716666666666665,W,6,3,5.0,first_round,2023-24,False,R,8476945,C. Hellebuyck,2.0,False,1.8,2.4268,0.9124864196358881
2023030231,2024-05-07,DAL,1,1,2,0,4,26.9,W,4,3,1.0,second_round,2023-24,False,R,8479979,J. Oettinger,7.0,False,1.8,2.8537,0.9038903244702757
2023030232,2024-05-09,DAL,0,0,0,-1,3,23.25,L,3,5,2.0,second_round,2023-24,False,R,8479979,J. Oettinger,2.0,False,1.8,2.8537,0.9037726576814394
2023030233,2024-05-11,DAL,0,1,1,-2,3,23.916666666666668,L,1,4,3.0,second_round,2023-24,False,H,8479979,J. Oettinger,2.0,False,1.6,2.8537,0.9034036435153587
2023030234,2024-05-13,DAL,0,0,0,-3,4,23.316666666666663,L,1,5,4.0,second_round,2023-24,False,H,8479979,J. Oettinger,2.0,False,1.4,2.8537,0.9047859345975441
2023030235,2024-05-15,DAL,1,1,2,1,2,24.33333333333333,W,5,3,5.0,second_round,2023-24,True,R,8479979,J. Oettinger,2.0,False,1.0,2.8537,0.904858346915649
2023030236,2024-05-17,DAL,0,0,0,-1,6,36.53333333333333,L,1,2,6.0,second_round,2023-24,True,H,8479979,J. Oettinger,2.0,False,1.0,2.8537,0.9040234159568806
2024020010,2024-10-09,VGK,0,2,2,-2,4,21.55,L,4,8,,regular_season,2024-25,False,R,8478499,A. Hill,,False,,2.6914,0.9071361503682331
2024020034,2024-10-12,CBJ,1,1,2,1,3,23.383333333333333,L,4,6,,regular_season,2024-25,False,H,8480193,D. Tarasov,3.0,False,2.0,3.2963,0.9054937885806368
2024020047,2024-10-14,NYI,0,1,1,-3,5,23.0,L,2,6,,regular_season,2024-25,False,H,8478009,I. Sorokin,2.0,False,2.0,3.1358,0.9057465774547369
2024020059,2024-10-16,BOS,0,2,2,-2,1,23.8,L,3,5,,regular_season,2024-25,False,H,8476914,J. Korpisalo,2.0,False,1.6666666666666667,3.3171,0.8941272022039279
2024020074,2024-10-18,ANA,1,1,2,1,9,23.8,W,4,3,,regular_season,2024-25,False,H,8480843,L. Dostal,2.0,False,1.75,3.2222,0.9028237036116512
2024020089,2024-10-20,SJS,0,2,2,2,3,20.0,W,4,1,,regular_season,2024-25,False,R,8477970,V. Vanecek,2.0,False,1.8,3.8519,0.8969027095757611
2024020106,2024-10-22,SEA,1,0,1,0,2,21.85,W,3,2,,regular_season,2024-25,False,R,8475831,P. Grubauer,2.0,False,1.8,3.2317,0.9005712185210969
2024020115,2024-10-24,UTA,0,1,1,1,3,20.95,W,5,1,,regular_season,2024-25,False,R,8478872,K. Vejmelka,2.0,False,1.6,3.061,0.8972759952485639
2024020139,2024-10-27,OTT,1,1,2,1,5,23.23333333333333,W,5,4,,regular_season,2024-25,False,H,8476341,A. Forsberg,3.0,False,1.6,2.8272,0.8986347146836916
2024020144,2024-10-28,CHI,1,0,1,-4,1,24.95,L,2,5,,regular_season,2024-25,False,H,8475852,P. Mrazek,1.0,True,1.6,3.6098,0.903834749411423
2024020157,2024-10-30,TBL,0,2,2,0,2,24.966666666666665,L,2,5,,regular_season,2024-25,False,H,8476883,A. Vasilevskiy,2.0,False,1.4,2.6543,0.9010753151172273
2024020182,2024-11-02,NSH,1,1,2,-1,6,22.53333333333333,L,2,5,,regular_season,2024-25,False,R,8477424,J. Saros,3.0,False,1.4,3.3704,0.9036269070288586
2024020202,2024-11-05,SEA,0,5,5,3,4,24.35,W,6,3,,regular_season,2024-25,False,H,8475831,P. Grubauer,3.0,False,1.6,3.2317,0.8998565632941222
2024020217,2024-11-07,WPG,0,0,0,0,4,24.48333333333333,L,0,1,,regular_season,2024-25,False,R,8476945,C. Hellebuyck,2.0,False,2.4,2.3457,0.9145062493857995
2024020233,2024-11-09,CAR,1,3,4,3,7,26.316666666666663,W,6,4,,regular_season,2024-25,False,H,8477484,S. Martin,2.0,False,2.0,2.775,0.895725028205549
2024020243,2024-11-11,NSH,0,1,1,1,5,24.48333333333333,W,3,2,,regular_season,2024-25,False,H,8477424,J. Saros,2.0,False,2.6,3.3704,0.9069266431014246
2024020255,2024-11-13,LAK,0,3,3,3,3,24.75,W,4,2,,regular_season,2024-25,False,H,8475311,D. Kuemper,2.0,False,2.4,2.4815,0.8978827573892865
2024020268,2024-11-15,WSH,0,0,0,-2,0,22.1,L,2,5,,regular_season,2024-25,False,H,8479292,C. Lindgren,2.0,False,2.6,2.8025,0.9034988930147612
2024020289,2024-11-18,PHI,0,1,1,0,2,22.65,W,3,2,,regular_season,2024-25,False,R,8482783,A. Kolosov,3.0,False,1.6,3.4691,0.9003946571344511
2024020310,2024-11-21,WSH,0,0,0,0,3,22.266666666666666,W,2,1,,regular_season,2024-25,False,R,8480313,L. Thompson,3.0,False,1.8,2.8025,0.9063462766925661
2024020321,2024-11-23,FLA,0,1,1,3,2,22.4,W,7,4,,regular_season,2024-25,False,R,8475683,S. Bobrovsky,2.0,False,1.0,2.7195,0.9082770365294391
2024020334,2024-11-25,TBL,0,0,0,-3,0,21.85,L,2,8,,regular_season,2024-25,False,R,8476883,A. Vasilevskiy,2.0,False,1.0,2.6543,0.9028339606576943
2024020358,2024-11-27,VGK,0,0,0,1,10,27.08333333333333,W,2,1,,regular_season,2024-25,False,H,8478499,A. Hill,2.0,False,0.4,2.6914,0.8987000802420047
2024020373,2024-11-29,DAL,0,1,1,-1,5,26.03333333333333,L,3,5,,regular_season,2024-25,False,R,8479979,J. Oettinger,2.0,False,0.4,2.7037,0.905148170301761
2024020385,2024-11-30,EDM,0,0,0,-2,7,23.48333333333333,L,1,4,,regular_season,2024-25,False,H,8479973,S. Skinner,1.0,True,0.4,2.9136,0.9040492674886339
2024020397,2024-12-03,BUF,2,1,3,1,9,23.55,W,5,4,,regular_season,2024-25,False,R,8480045,U. Luukkonen,3.0,False,0.4,3.5185,0.9077042687119817
2024020415,2024-12-05,CAR,0,1,1,0,3,25.08333333333333,L,3,5,,regular_season,2024-25,False,R,8481611,P. Kochetkov,2.0,False,0.8,2.775,0.9081988773738021
2024020432,2024-12-07,DET,0,1,1,-1,2,22.78333333333333,W,2,1,,regular_season,2024-25,False,R,8478024,V. Husso,2.0,False,1.0,3.1625,0.9017052796449394
2024020440,2024-12-08,NJD,0,0,0,0,6,21.766666666666666,W,4,0,,regular_season,2024-25,False,R,8474596,J. Allen,1.0,True,1.2,2.679,0.8995642143170749
2024020447,2024-12-10,PIT,1,4,5,4,3,17.6,W,6,2,,regular_season,2024-25,False,R,8477465,T. Jarry,2.0,False,1.0,3.5926,0.8966151443478828
2024020469,2024-12-12,UTA,1,0,1,-1,4,23.616666666666667,L,1,4,,regular_season,2024-25,False,H,8478872,K. Vejmelka,2.0,False,2.0,3.061,0.9031820519208775
2024020484,2024-12-14,NSH,2,1,3,3,3,21.433333333333334,W,5,2,,regular_season,2024-25,False,H,8477424,J. Saros,2.0,False,1.6,3.3704,0.9043641966331185
2024020496,2024-12-16,VAN,0,0,0,-1,4,25.016666666666666,L,1,3,,regular_season,2024-25,False,R,8477967,T. Demko,2.0,False,2.0,3.0741,0.9056575696819742
2024020520,2024-12-19,SJS,0,2,2,-1,3,23.3,W,4,2,,regular_season,2024-25,False,R,8480382,A. Georgiev,3.0,False,1.8,3.8519,0.8948197231266589
2024020527,2024-12-20,ANA,1,2,3,2,3,18.816666666666663,W,4,2,,regular_season,2024-25,False,R,8476434,J. Gibson,1.0,True,2.2,3.2222,0.8924673853823192
2024020543,2024-12-22,SEA,0,2,2,0,2,20.933333333333334,W,5,2,,regular_season,2024-25,False,H,8478916,J. Daccord,2.0,False,1.8,3.2317,0.910821716456867
2024020564,2024-12-27,UTA,0,3,3,3,4,19.133333333333333,W,4,1,,regular_season,2024-25,False,R,8478872,K. Vejmelka,5.0,False,2.0,3.061,0.9026999363484699
2024020597,2024-12-31,WPG,0,1,1,2,6,23.2,W,5,2,,regular_season,2024-25,False,H,8477480,E. Comrie,4.0,False,2.0,2.3457,0.9020013764663086
2024020610,2025-01-02,BUF,0,3,3,2,3,26.266666666666666,W,6,5,,regular_season,2024-25,False,H,8480045,U. Luukkonen,2.0,False,2.2,3.5185,0.9072516428290466
2024020626,2025-01-04,MTL,0,1,1,0,2,25.4,L,1,2,,regular_season,2024-25,False,H,8482487,J. Dobes,2.0,False,2.4,3.2469,0.9058619809855235
2024020639,2025-01-06,FLA,0,1,1,1,3,23.416666666666668,W,3,1,,regular_season,2024-25,False,H,8475683,S. Bobrovsky,2.0,False,2.0,2.7195,0.9063634446229312
2024020651,2025-01-08,CHI,0,0,0,0,2,27.316666666666663,L,1,3,,regular_season,2024-25,False,R,8475852,P. Mrazek,2.0,False,1.8,3.6098,0.9031788209483728
2024020662,2025-01-09,MIN,1,1,2,2,5,19.73333333333333,W,6,1,,regular_season,2024-25,False,R,8479406,F. Gustavsson,1.0,True,1.2,2.9146,0.9075534974927725
2024020678,2025-01-11,WPG,0,0,0,-1,3,24.28333333333333,L,0,3,,regular_season,2024-25,False,R,8476945,C. Hellebuyck,2.0,False,1.4,2.3457,0.9126727569932992
2024020703,2025-01-14,NYR,0,2,2,1,4,25.116666666666667,W,3,2,,regular_season,2024-25,False,H,8478048,I. Shesterkin,3.0,False,0.8,3.1481,0.9125288860097098
2024020718,2025-01-16,EDM,2,0,2,0,3,21.2,L,3,4,,regular_season,2024-25,False,H,8479973,S. Skinner,2.0,False,1.0,2.9136,0.9033308128643684
2024020724,2025-01-18,DAL,0,1,1,0,3,20.75,W,6,3,,regular_season,2024-25,False,H,8479193,C. DeSmith,2.0,False,1.2,2.7037,0.8983405121385997
2024020741,2025-01-20,MIN,1,0,1,1,6,25.95,L,1,3,,regular_season,2024-25,False,H,8470594,M. Fleury,2.0,False,1.4,2.9146,0.9007665236715118
2024020759,2025-01-22,WPG,1,0,1,0,7,23.98333333333333,L,2,3,,regular_season,2024-25,False,H,8476945,C. Hellebuyck,2.0,False,1.2,2.3457,0.9121889422825252
2024020776,2025-01-25,BOS,0,0,0,-1,8,23.8,L,1,3,,regular_season,2024-25,False,R,8480280,J. Swayman,3.0,False,1.4,3.3171,0.9043721716968041
2024020789,2025-01-26,NYR,0,2,2,-1,1,18.58333333333333,W,5,4,,regular_season,2024-25,False,R,8478048,I. Shesterkin,1.0,True,1.0,3.1481,0.9155712000966705
2024020803,2025-01-28,NYI,0,1,1,0,7,23.883333333333333,L,2,5,,regular_season,2024-25,False,R,8478009,I. Sorokin,2.0,False,1.0,3.1358,0.903396289048042
2024020824,2025-01-31,STL,0,1,1,1,4,20.5,W,5,0,,regular_season,2024-25,False,H,8480981,J. Hofer,3.0,False,1.0,2.8415,0.9066020284417664
2024020836,2025-02-02,PHI,1,0,1,0,4,24.45,W,2,0,,regular_season,2024-25,False,H,8481035,S. Ersson,2.0,False,1.0,3.4691,0.8936352998527121
2024020855,2025-02-04,VAN,0,0,0,-1,5,21.75,L,0,3,,regular_season,2024-25,False,R,8477967,T. Demko,2.0,False,1.0,3.0741,0.8994526115955309
2024020868,2025-02-06,CGY,0,3,3,2,2,22.78333333333333,W,4,2,,regular_season,2024-25,False,R,8481692,D. Wolf,2.0,False,1.0,2.9259,0.9059366962704711
2024020874,2025-02-07,EDM,1,3,4,2,7,22.3,W,5,4,,regular_season,2024-25,False,R,8479973,S. Skinner,1.0,True,1.2,2.9136,0.9013927478303152
2024020898,2025-02-22,NSH,0,0,0,-1,8,21.0,L,1,2,,regular_season,2024-25,False,R,8477424,J. Saros,15.0,False,1.8,3.3704,0.9024528787990912
2024020910,2025-02-23,STL,0,0,0,0,3,20.8,L,1,3,,regular_season,2024-25,False,R,8476412,J. Binnington,1.0,True,1.6,2.8415,0.903138585274579
2024020931,2025-02-26,NJD,2,1,3,1,7,21.2,W,5,1,,regular_season,2024-25,False,H,8474596,J. Allen,3.0,False,1.4,2.679,0.9037008372316517
2024020947,2025-02-28,MIN,0,1,1,0,2,21.28333333333333,W,5,2,,regular_season,2024-25,False,H,8479406,F. Gustavsson,2.0,False,2.0,2.9146,0.9086633307622605
2024020980,2025-03-04,PIT,0,2,2,1,2,21.0,W,4,1,,regular_season,2024-25,False,H,8477968,A. Nedeljkovic,4.0,False,1.6,3.5926,0.8961127217659067
2024020996,2025-03-06,SJS,2,3,5,3,8,18.05,W,7,3,,regular_season,2024-25,False,H,8480382,A. Georgiev,2.0,False,1.2,3.8519,0.8905296303934542
2024021007,2025-03-08,TOR,2,0,2,1,3,25.466666666666665,W,7,4,,regular_season,2024-25,False,H,8476932,A. Stolarz,2.0,False,2.2,2.8148,0.9129722662533515
2024021023,2025-03-10,CHI,0,2,2,2,6,23.966666666666665,W,3,0,,regular_season,2024-25,False,H,8481519,S. Knight,2.0,False,2.6,3.6098,0.9060649340537077
2024021030,2025-03-11,MIN,0,0,0,-1,2,25.616666666666667,L,1,2,,regular_season,2024-25,False,R,8479406,F. Gustavsson,1.0,True,2.4,2.9146,0.9103616958395685
2024021052,2025-03-14,CGY,0,0,0,1,2,19.95,W,4,2,,regular_season,2024-25,False,R,8481692,D. Wolf,3.0,False,2.2,2.9259,0.9078111583816049
2024021067,2025-03-16,DAL,0,1,1,1,4,22.33333333333333,W,4,3,,regular_season,2024-25,False,H,8479979,J. Oettinger,2.0,False,1.8,2.7037,0.9096131428775565
2024021087,2025-03-19,TOR,0,1,1,-1,6,23.433333333333334,L,1,2,,regular_season,2024-25,False,R,8479361,J. Woll,3.0,False,1.0,2.8148,0.9041850735499396
2024021089,2025-03-20,OTT,1,0,1,1,3,17.55,W,5,1,,regular_season,2024-25,False,R,8476999,L. Ullmark,1.0,True,0.8,2.8272,0.9068250503497394
2024021112,2025-03-22,MTL,0,0,0,-2,6,22.15,W,5,4,,regular_season,2024-25,False,R,8478470,S. Montembeault,2.0,False,0.6,3.2469,0.9006177128427835
2024021136,2025-03-25,DET,1,1,2,2,1,18.4,W,5,2,,regular_season,2024-25,False,H,8479312,A. Lyon,3.0,False,0.6,3.1625,0.9012537336983084
2024021149,2025-03-27,LAK,0,1,1,0,2,20.9,W,4,0,,regular_season,2024-25,False,H,8479496,D. Rittich,2.0,False,1.0,2.4815,0.8970575045909336
2024021161,2025-03-29,STL,1,0,1,0,4,22.05,L,1,2,,regular_season,2024-25,False,H,8476412,J. Binnington,2.0,False,1.0,2.8415,0.901429899680866
2024021180,2025-03-31,CGY,0,1,1,0,3,23.466666666666665,L,2,3,,regular_season,2024-25,False,H,8478435,D. Vladar,2.0,False,1.0,2.9259,0.8974765405910857
2024021195,2025-04-02,CHI,0,1,1,1,6,28.3,W,3,2,,regular_season,2024-25,False,R,8481519,S. Knight,2.0,False,1.0,3.6098,0.9008104762812742
2024021199,2025-04-03,CBJ,1,2,3,0,2,17.516666666666666,W,7,3,,regular_season,2024-25,False,R,8478007,E. Merzlikins,1.0,True,1.2,3.2963,0.8968185510153467
2024021218,2025-04-05,STL,1,0,1,-2,7,25.48333333333333,L,4,5,,regular_season,2024-25,False,R,8476412,J. Binnington,2.0,False,1.4,2.8415,0.9022585614170818
2024021244,2025-04-08,VGK,0,1,1,-1,6,25.933333333333334,W,3,2,,regular_season,2024-25,False,H,8481033,A. Schmid,3.0,False,1.4,2.6914,0.9026313639912458
2024030161,2025-04-19,DAL,2,1,3,2,7,20.166666666666668,W,5,1,1.0,first_round,2024-25,False,R,8479979,J. Oettinger,11.0,False,1.4,2.7037,0.9068124111412069
2024030162,2025-04-21,DAL,1,0,1,1,4,24.883333333333333,L,3,4,2.0,first_round,2024-25,False,R,8479979,J. Oettinger,2.0,False,1.8,2.7037,0.9062246717359111
2024030163,2025-04-23,DAL,0,0,0,-1,9,29.366666666666667,L,1,2,3.0,first_round,2024-25,False,H,8479979,J. Oettinger,2.0,False,1.8,2.7037,0.9072151713693501
2024030164,2025-04-26,DAL,1,0,1,0,4,19.616666666666667,W,4,0,4.0,first_round,2024-25,False,H,8479979,J. Oettinger,3.0,False,1.2,2.7037,0.9076146944782498
2024030165,2025-04-28,DAL,1,1,2,0,7,20.933333333333334,L,2,6,5.0,first_round,2024-25,False,R,8479979,J. Oettinger,2.0,False,1.2,2.7037,0.9072905180394004
2024030166,2025-05-01,DAL,1,2,3,3,2,22.53333333333333,W,7,4,6.0,first_round,2024-25,True,H,8479979,J. Oettinger,3.0,False,1.4,2.7037,0.9070912595438707
2024030167,2025-05-03,DAL,1,0,1,0,6,22.4,L,2,4,7.0,first_round,2024-25,True,R,8479979,J. Oettinger,2.0,False,1.4,2.7037,0.9066752643142658
2025020003,2025-10-07,LAK,0,2,2,2,2,20.78333333333333,W,4,1,,regular_season,2025-26,False,R,8475311,D. Kuemper,,False,,3.0123,0.9098850227267932
2025020018,2025-10-09,UTA,1,0,1,0,4,21.266666666666666,W,2,1,,regular_season,2025-26,False,H,8478872,K. Vejmelka,2.0,False,2.0,2.9012,0.9024131444460639
2025020034,2025-10-11,DAL,1,2,3,2,4,25.016666666666666,L,4,5,,regular_season,2025-26,False,H,8479979,J. Oettinger,2.0,False,1.5,2.7561,0.904708864552363
2025020039,2025-10-13,BUF,2,0,2,2,5,21.78333333333333,W,3,1,,regular_season,2025-26,False,R,8479312,A. Lyon,2.0,False,2.0,2.939,0.8993247797176082
2025020067,2025-10-16,CBJ,0,0,0,1,2,18.4,W,4,1,,regular_season,2025-26,False,R,8478007,E. Merzlikins,3.0,False,2.0,3.0854,0.8965207747968438
2025020085,2025-10-18,BOS,2,0,2,3,8,23.28333333333333,W,4,1,,regular_season,2025-26,False,H,8480280,J. Swayman,2.0,False,1.6,3.0488,0.8960071221966676
2025020107,2025-10-21,UTA,0,0,0,-1,8,20.85,L,3,4,,regular_season,2025-26,False,R,8478872,K. Vejmelka,3.0,False,1.6,2.9012,0.9027221308703028
2025020121,2025-10-23,CAR,0,1,1,-2,4,25.416666666666668,L,4,5,,regular_season,2025-26,False,H,8475883,F. Andersen,2.0,False,1.4,2.9268,0.8988528260919247
2025020128,2025-10-25,BOS,0,2,2,2,3,21.633333333333333,L,2,3,,regular_season,2025-26,False,R,8480280,J. Swayman,2.0,False,1.0,3.0488,0.8949690037540945
2025020140,2025-10-26,NJD,1,0,1,-1,4,21.65,L,3,4,,regular_season,2025-26,False,R,8474596,J. Allen,1.0,True,1.0,3.0976,0.9060520893687126
2025020161,2025-10-28,NJD,2,1,3,-1,5,19.933333333333334,W,8,4,,regular_season,2025-26,False,H,8474593,J. Markstrom,2.0,False,1.2,3.0976,0.900141659782067
2025020178,2025-10-31,VGK,0,1,1,3,2,20.15,W,4,2,,regular_season,2025-26,False,R,8482761,C. Lindbom,3.0,False,1.4,3.0488,0.9006860594231506
2025020184,2025-11-01,SJS,1,0,1,0,4,22.28333333333333,L,2,3,,regular_season,2025-26,False,R,8482137,Y. Askarov,1.0,True,1.6,3.5926,0.8925937452578666
2025020209,2025-11-04,TBL,0,1,1,-1,6,22.0,W,3,2,,regular_season,2025-26,False,H,8476883,A. Vasilevskiy,3.0,False,1.6,2.8171,0.910779430650537
2025020240,2025-11-08,EDM,2,2,4,4,6,19.766666666666666,W,9,1,,regular_season,2025-26,False,R,8479973,S. Skinner,4.0,False,1.4,3.3086,0.8975170454947834
2025020250,2025-11-09,VAN,2,3,5,0,4,20.05,W,5,4,,regular_season,2025-26,False,R,8480947,K. Lankinen,1.0,True,2.0,3.8272,0.8968535373547385
2025020262,2025-11-11,ANA,0,3,3,2,3,20.98333333333333,W,4,1,,regular_season,2025-26,False,H,8480843,L. Dostal,2.0,False,2.4,3.5062,0.8991633020541903
2025020275,2025-11-13,BUF,0,1,1,3,8,21.066666666666663,W,6,3,,regular_season,2025-26,False,H,8479312,A. Lyon,2.0,False,2.8,2.939,0.8990522063434654
2025020300,2025-11-16,NYI,0,0,0,1,3,21.316666666666663,W,4,1,,regular_season,2025-26,False,H,8478009,I. Sorokin,3.0,False,2.8,2.939,0.9020349259921286
2025020326,2025-11-20,NYR,2,1,3,3,4,25.15,W,6,3,,regular_season,2025-26,False,H,8478048,I. Shesterkin,4.0,False,2.6,3.0488,0.902732811336574
2025020343,2025-11-22,NSH,1,0,1,1,1,21.183333333333334,W,3,0,,regular_season,2025-26,False,R,8477424,J. Saros,2.0,False,2.4,3.2593,0.8920870623023696
2025020350,2025-11-23,CHI,0,0,0,0,4,24.48333333333333,W,1,0,,regular_season,2025-26,False,R,8481519,S. Knight,1.0,True,1.6,3.3537,0.9045116820983599
