date,opponent,goals,assists,points,plus_minus,SOG,TOI,result,team_score,opp_score,game_number,game_context,season,opp_goalie_id,opp_goalie_name
2024-04-16,CHI,0,1,1,1,5,18.883333333333333,W,3,1,,regular_season,2023-24,8475852,P. Mrazek
2024-04-18,ANA,1,0,1,-2,6,19.133333333333333,L,1,4,,regular_season,2023-24,8480843,L. Dostal
2024-04-22,DAL,0,2,2,0,0,20.066666666666666,W,4,3,1.0,first_round,2023-24,8479979,J. Oettinger
2024-04-24,DAL,1,1,2,2,5,20.183333333333334,W,3,1,2.0,first_round,2023-24,8479979,J. Oettinger
2024-04-27,DAL,1,0,1,1,6,25.616666666666667,L,2,3,3.0,first_round,2023-24,8479979,J. Oettinger
2024-04-29,DAL,1,0,1,-1,3,21.266666666666666,L,2,4,4.0,first_round,2023-24,8479979,J. Oettinger
2024-05-01,DAL,0,1,1,-1,4,24.066666666666666,L,2,3,5.0,first_round,2023-24,8479979,J. Oettinger
2024-05-03,DAL,0,0,0,0,1,18.616666666666667,W,2,0,6.0,first_round,2023-24,8479979,J. Oettinger
2024-05-05,DAL,0,0,0,-1,4,19.6,L,1,2,7.0,first_round,2023-24,8479979,J. Oettinger
2024-10-09,COL,0,4,4,3,3,20.616666666666667,W,8,4,,regular_season,2024-25,8480382,A. Georgiev
2024-10-11,STL,1,1,2,2,5,20.133333333333333,W,4,3,,regular_season,2024-25,8476412,J. Binnington
2024-10-13,ANA,0,1,1,-1,1,22.65,W,3,1,,regular_season,2024-25,8473503,J. Reimer
2024-10-15,WSH,1,0,1,0,1,22.733333333333334,L,2,4,,regular_season,2024-25,8480313,L. Thompson
2024-10-17,TBL,0,2,2,2,1,22.6,L,3,4,,regular_season,2024-25,8476883,A. Vasilevskiy
2024-10-19,FLA,0,0,0,-1,2,20.35,L,3,4,,regular_season,2024-25,8475683,S. Bobrovsky
2024-10-22,LAK,0,1,1,1,2,16.383333333333333,W,6,1,,regular_season,2024-25,8479496,D. Rittich
2024-10-25,OTT,0,2,2,0,2,21.35,W,6,4,,regular_season,2024-25,8476999,L. Ullmark
2024-10-26,SJS,1,1,2,2,4,19.55,W,7,3,,regular_season,2024-25,8477970,V. Vanecek
2024-10-28,CGY,0,1,1,1,4,19.7,W,5,0,,regular_season,2024-25,8478435,D. Vladar
2024-10-30,LAK,0,0,0,-1,1,18.35,L,3,6,,regular_season,2024-25,8475311,D. Kuemper
2024-11-02,UTA,0,0,0,-1,4,18.416666666666668,W,4,3,,regular_season,2024-25,8478971,C. Ingram
2024-11-06,EDM,1,2,3,3,3,20.016666666666666,W,4,2,,regular_season,2024-25,8479973,S. Skinner
2024-11-08,SEA,0,3,3,0,3,23.75,L,3,4,,regular_season,2024-25,8478916,J. Daccord
2024-11-11,CAR,1,1,2,-2,4,20.45,L,2,5,,regular_season,2024-25,8481611,P. Kochetkov
2024-11-13,ANA,0,1,1,1,5,20.35,W,3,2,,regular_season,2024-25,8480843,L. Dostal
2024-11-15,UTA,0,2,2,0,3,19.666666666666668,W,4,2,,regular_season,2024-25,8478872,K. Vejmelka
2024-11-17,WSH,0,1,1,-1,5,24.483333333333334,L,2,5,,regular_season,2024-25,8480313,L. Thompson
2024-11-20,TOR,0,0,0,-1,3,21.516666666666666,L,0,3,,regular_season,2024-25,8479361,J. Woll
2024-11-21,OTT,1,0,1,0,4,21.216666666666665,W,3,2,,regular_season,2024-25,8476999,L. Ullmark
2024-11-23,MTL,1,2,3,3,3,21.483333333333334,W,6,2,,regular_season,2024-25,8478470,S. Montembeault
2024-11-25,PHI,1,1,2,1,2,23.233333333333334,W,5,4,,regular_season,2024-25,8478905,I. Fedotov
2024-11-27,COL,0,0,0,1,0,23.1,L,1,2,,regular_season,2024-25,8480382,A. Georgiev
2024-11-29,WPG,0,2,2,0,1,22.05,W,4,3,,regular_season,2024-25,8477480,E. Comrie
