date,opponent,goals,assists,points,plus_minus,SOG,TOI,result,team_score,opp_score,game_number,game_context,season,opp_goalie_id,opp_goalie_name,is_elimination_game,rest_days,is_back_to_back,rolling_pts_5,opp_ga_per_game,opp_goalie_sv_pct
2023-03-07,CBJ,1,2,3,1,4,23.83333333333333,W,5,4,,regular_season,2022-23,8478007,E. Merzlikins,False,3.0,False,0.8,4.0123,0.8989653181134291
2023-03-09,NYI,0,1,1,0,4,20.25,L,3,4,,regular_season,2022-23,8478009,I. Sorokin,False,2.0,False,1.4,2.7073,0.9193318088625023
2023-03-11,PHI,1,0,1,1,5,18.7,W,5,1,,regular_season,2022-23,8479394,C. Hart,False,2.0,False,1.2,3.378,0.9033070507761345
2023-03-12,NYR,0,2,2,0,8,19.48333333333333,W,3,2,,regular_season,2022-23,8470860,J. Halak,False,1.0,True,1.2,2.6707,0.9070750329075693
2023-03-14,MTL,0,1,1,-2,1,21.25,L,4,6,,regular_season,2022-23,8478470,S. Montembeault,False,2.0,False,1.4,3.7439,0.9011518648880091
2023-03-16,NYR,0,2,2,-1,3,18.116666666666667,L,2,4,,regular_season,2022-23,8478048,I. Shesterkin,False,2.0,False,1.6,2.6707,0.9138800851161576
2023-03-18,NYR,0,0,0,-2,0,18.45,L,0,6,,regular_season,2022-23,8478048,I. Shesterkin,False,2.0,False,1.4,2.6707,0.9139201371284301
2023-03-20,OTT,0,0,0,0,2,22.28333333333333,L,1,2,,regular_season,2022-23,8480263,D. Ferguson,False,2.0,False,1.2,3.3049,0.9046222430783669
2023-03-22,COL,1,0,1,1,5,19.83333333333333,W,5,2,,regular_season,2022-23,8480382,A. Georgiev,False,2.0,False,1.0,2.7531,0.9122274441135146
2023-03-23,DAL,1,0,1,1,7,19.166666666666668,L,2,3,,regular_season,2022-23,8479979,J. Oettinger,False,1.0,True,0.8,2.6585,0.9149895955688895
2023-03-25,WSH,0,0,0,0,4,22.616666666666667,W,4,3,,regular_season,2022-23,8475311,D. Kuemper,False,2.0,False,0.8,3.2317,0.9084429443914285
2023-03-28,DET,0,0,0,-1,2,23.516666666666666,L,4,7,,regular_season,2022-23,8477968,A. Nedeljkovic,False,3.0,False,0.4,3.4024,0.8990197304297514
2023-03-30,NSH,0,0,0,0,9,20.883333333333333,W,2,0,,regular_season,2022-23,8477424,J. Saros,False,2.0,False,0.4,2.8889,0.9112676892759849
2023-04-01,BOS,0,1,1,3,2,22.23333333333333,L,3,4,,regular_season,2022-23,8480280,J. Swayman,False,2.0,False,0.4,2.1585,0.9093506033071606
2023-04-02,PHI,0,2,2,1,3,21.433333333333334,W,4,2,,regular_season,2022-23,8481035,S. Ersson,False,1.0,True,0.4,3.378,0.9033275636418788
2023-04-04,NJD,0,0,0,-1,3,18.45,L,1,5,,regular_season,2022-23,8477970,V. Vanecek,False,2.0,False,0.6,2.7561,0.9045856776072747
2023-04-06,MIN,0,0,0,1,0,17.983333333333334,W,4,1,,regular_season,2022-23,8470594,M. Fleury,False,2.0,False,0.6,2.7439,0.9066795439259221
2023-04-08,DET,2,1,3,2,4,19.216666666666665,W,5,1,,regular_season,2022-23,8478024,V. Husso,False,2.0,False,0.6,3.4024,0.9001694748538676
2023-04-11,CHI,0,0,0,-2,8,23.15,L,2,5,,regular_season,2022-23,8475852,P. Mrazek,False,3.0,False,1.2,3.6707,0.8979751980224783
2023-04-13,CBJ,0,2,2,0,1,18.183333333333334,L,2,3,,regular_season,2022-23,8474636,M. Hutchinson,False,2.0,False,1.0,4.0123,0.8954127731689695
2023-10-10,CHI,1,0,1,-2,4,18.466666666666665,L,2,4,,regular_season,2023-24,8475852,P. Mrazek,False,,False,,3.5366,0.8987929522762276
2023-10-13,WSH,2,0,2,0,5,17.716666666666665,W,4,0,,regular_season,2023-24,8479292,C. Lindgren,False,3.0,False,1.0,3.1341,0.9021331241947135
2023-10-14,CGY,0,1,1,2,3,18.066666666666663,W,5,2,,regular_season,2023-24,8474593,J. Markstrom,False,1.0,True,1.5,3.3049,0.8976451258955894
2023-10-18,DET,0,1,1,1,3,21.5,L,3,6,,regular_season,2023-24,8478024,V. Husso,False,4.0,False,1.3333333333333333,3.3415,0.8979463409451803
2023-10-21,STL,0,0,0,-2,3,19.95,L,2,4,,regular_season,2023-24,8476412,J. Binnington,False,3.0,False,1.25,3.0488,0.898885581076246
2023-10-24,DAL,0,1,1,0,3,19.166666666666668,L,1,4,,regular_season,2023-24,8479979,J. Oettinger,False,3.0,False,1.0,2.8537,0.9099063868686631
2023-10-26,COL,1,0,1,1,4,15.133333333333333,W,4,0,,regular_season,2023-24,8480382,A. Georgiev,False,2.0,False,1.0,3.0976,0.9139954766083032
