date,opponent,goals,assists,points,plus_minus,SOG,TOI,result,team_score,opp_score,game_number,game_context,season,opp_goalie_id,opp_goalie_name
2023-11-02,BOS,1,1,2,1,5,22.616666666666667,L,2,3,,regular_season,2023-24,8480280,J. Swayman
2023-11-04,BUF,3,0,3,0,5,18.883333333333333,L,4,6,,regular_season,2023-24,8482221,D. Levi
2023-11-06,TBL,2,1,3,4,6,20.466666666666665,W,6,5,,regular_season,2023-24,8477992,J. Johansson
2023-11-08,OTT,0,1,1,-1,2,19.05,L,3,6,,regular_season,2023-24,8476914,J. Korpisalo
2023-11-10,CGY,0,0,0,-2,3,22.466666666666665,W,5,4,,regular_season,2023-24,8478435,D. Vladar
2023-11-11,VAN,0,0,0,0,3,16.583333333333332,W,5,2,,regular_season,2023-24,8477967,T. Demko
2023-11-17,DET,0,0,0,0,4,19.233333333333334,W,3,2,,regular_season,2023-24,8479312,A. Lyon
2023-11-19,MIN,1,1,2,1,2,21.3,W,4,3,,regular_season,2023-24,8470594,M. Fleury
2023-11-24,CHI,0,0,0,-2,4,19.633333333333333,L,3,4,,regular_season,2023-24,8482821,A. Soderblom
2023-11-25,PIT,0,0,0,-1,3,24.25,L,2,3,,regular_season,2023-24,8477465,T. Jarry
2023-11-28,FLA,0,0,0,-1,6,24.25,W,2,1,,regular_season,2023-24,8476932,A. Stolarz
2023-11-30,SEA,0,2,2,1,2,22.716666666666665,W,4,3,,regular_season,2023-24,8475831,P. Grubauer
2023-12-02,BOS,2,0,2,1,7,23.666666666666668,L,3,4,,regular_season,2023-24,8476999,L. Ullmark
2023-12-07,OTT,0,0,0,0,1,20.216666666666665,W,4,3,,regular_season,2023-24,8476341,A. Forsberg
2023-12-09,NSH,2,0,2,1,4,21.683333333333334,W,4,0,,regular_season,2023-24,8480947,K. Lankinen
2023-12-11,NYI,1,0,1,-1,11,21.083333333333332,L,3,4,,regular_season,2023-24,8478009,I. Sorokin
2023-12-12,NYR,2,2,4,3,3,21.5,W,7,3,,regular_season,2023-24,8478048,I. Shesterkin
2023-12-14,CBJ,2,1,3,1,9,24.7,L,5,6,,regular_season,2023-24,8478007,E. Merzlikins
2023-12-19,NYR,2,0,2,1,5,18.6,L,2,5,,regular_season,2023-24,8478048,I. Shesterkin
2023-12-21,BUF,1,0,1,-1,1,18.316666666666666,L,3,9,,regular_season,2023-24,8482221,D. Levi
2023-12-23,CBJ,2,1,3,2,5,17.983333333333334,W,4,1,,regular_season,2023-24,8480193,D. Tarasov
2023-12-27,OTT,0,1,1,-2,3,23.8,L,2,4,,regular_season,2023-24,8476914,J. Korpisalo
2023-12-29,CBJ,1,1,2,2,4,23.783333333333335,L,5,6,,regular_season,2023-24,8478007,E. Merzlikins
2023-12-30,CAR,0,0,0,-1,5,22.483333333333334,L,2,3,,regular_season,2023-24,8481611,P. Kochetkov
2024-01-02,LAK,0,0,0,1,3,19.133333333333333,W,3,0,,regular_season,2023-24,8475660,C. Talbot
2024-01-03,ANA,1,0,1,1,13,25.183333333333334,W,2,1,,regular_season,2023-24,8480843,L. Dostal
2024-01-06,SJS,0,0,0,0,2,19.016666666666666,W,4,1,,regular_season,2023-24,8478406,M. Blackwood
2024-01-09,SJS,1,0,1,2,3,15.883333333333333,W,7,1,,regular_season,2023-24,8478039,K. Kahkonen
2024-01-11,NYI,2,0,2,1,4,18.633333333333333,L,3,4,,regular_season,2023-24,8478009,I. Sorokin
2024-01-13,COL,0,0,0,-3,1,21.2,L,3,5,,regular_season,2023-24,8480382,A. Georgiev
2024-01-14,DET,0,0,0,0,4,21.033333333333335,L,2,4,,regular_season,2023-24,8473503,J. Reimer
2024-01-16,EDM,1,1,2,-1,2,23.05,L,2,4,,regular_season,2023-24,8479973,S. Skinner
2024-01-18,CGY,3,1,4,3,5,20.616666666666667,W,4,3,,regular_season,2023-24,8478435,D. Vladar
2024-01-20,VAN,0,1,1,1,7,23.216666666666665,L,4,6,,regular_season,2023-24,8477967,T. Demko
2024-01-21,SEA,1,0,1,2,5,21.85,W,3,1,,regular_season,2023-24,8478916,J. Daccord
2024-01-24,WPG,1,0,1,1,3,20.75,W,1,0,,regular_season,2023-24,8476316,L. Brossoit
2024-01-27,WPG,1,0,1,1,3,19.1,W,4,2,,regular_season,2023-24,8476945,C. Hellebuyck
2024-02-05,NYI,0,1,1,1,4,24.716666666666665,L,2,3,,regular_season,2023-24,8478009,I. Sorokin
2024-02-07,DAL,1,1,2,1,5,22.333333333333332,W,5,4,,regular_season,2023-24,8475809,S. Wedgewood
2024-02-10,OTT,1,1,2,0,6,20.716666666666665,L,3,5,,regular_season,2023-24,8476914,J. Korpisalo
2024-02-13,STL,0,0,0,1,2,19.566666666666666,W,4,1,,regular_season,2023-24,8476412,J. Binnington
2024-02-15,PHI,3,0,3,1,6,22.05,W,4,3,,regular_season,2023-24,8481035,S. Ersson
2024-02-17,ANA,3,2,5,2,4,14.866666666666667,W,9,2,,regular_season,2023-24,8480843,L. Dostal
2024-02-19,STL,1,1,2,2,3,19.566666666666666,W,4,2,,regular_season,2023-24,8480981,J. Hofer
2024-02-21,ARI,2,0,2,0,4,19.566666666666666,W,6,3,,regular_season,2023-24,8478872,K. Vejmelka
2024-02-22,VGK,1,0,1,1,6,18.016666666666666,W,7,3,,regular_season,2023-24,8478499,A. Hill
2024-02-24,COL,0,1,1,1,4,20.266666666666666,W,4,3,,regular_season,2023-24,8480382,A. Georgiev
2024-02-27,VGK,0,0,0,-3,2,19.516666666666666,L,2,6,,regular_season,2023-24,8478499,A. Hill
2024-02-29,ARI,1,0,1,1,4,19.65,W,4,2,,regular_season,2023-24,8478971,C. Ingram
2024-03-02,NYR,0,1,1,-1,4,23.733333333333334,W,4,3,,regular_season,2023-24,8478048,I. Shesterkin
2024-03-04,BOS,0,0,0,-1,5,20.75,L,1,4,,regular_season,2023-24,8480280,J. Swayman
2024-03-06,BUF,1,0,1,1,4,23.75,W,2,1,,regular_season,2023-24,8480045,U. Luukkonen
2024-03-07,BOS,0,0,0,0,3,19.183333333333334,L,1,4,,regular_season,2023-24,8480280,J. Swayman
2024-03-09,MTL,0,0,0,-1,3,20.983333333333334,W,3,2,,regular_season,2023-24,8478470,S. Montembeault
