date,opponent,goals,assists,points,plus_minus,SOG,TOI,result,team_score,opp_score,game_number,game_context,season,is_elimination_game,rest_days,is_back_to_back,rolling_pts_5,opp_ga_per_game
2023-12-19,NYI,1,0,1,0,3,22.433333333333334,L,1,3,,regular_season,2023-24,False,3.0,False,0.8,3.2073
2023-12-21,NJD,1,0,1,0,2,20.516666666666666,W,6,3,,regular_season,2023-24,False,2.0,False,0.6,3.4512
2023-12-22,NYR,0,0,0,1,2,21.866666666666667,W,4,3,,regular_season,2023-24,False,1.0,True,0.6,2.7927
2023-12-28,SJS,1,0,1,1,3,19.0,W,5,0,,regular_season,2023-24,False,6.0,False,0.4,4.0366
2023-12-30,LAK,1,0,1,0,6,23.766666666666666,W,3,2,,regular_season,2023-24,False,2.0,False,0.6,2.622
2023-12-31,ANA,1,2,3,4,4,16.7,W,7,2,,regular_season,2023-24,False,1.0,True,0.8,3.5976
2024-01-02,PHI,1,1,2,1,2,20.616666666666667,W,5,2,,regular_season,2023-24,False,2.0,False,1.2,3.1829
2024-01-06,OTT,0,0,0,0,2,21.28333333333333,W,3,1,,regular_season,2023-24,False,4.0,False,1.4,3.4268
2024-01-09,CHI,1,0,1,1,1,19.466666666666665,W,2,1,,regular_season,2023-24,False,3.0,False,1.4,3.5366
2024-01-11,DET,0,0,0,0,3,19.08333333333333,W,3,2,,regular_season,2023-24,False,2.0,False,1.4,3.3415
2024-01-13,MTL,1,1,2,1,5,23.9,W,2,1,,regular_season,2023-24,False,2.0,False,1.2,3.5244
2024-01-16,TOR,1,0,1,3,3,21.183333333333334,W,4,2,,regular_season,2023-24,False,3.0,False,1.0,3.2073
2024-01-18,SEA,1,3,4,1,4,20.316666666666663,W,4,2,,regular_season,2023-24,False,2.0,False,0.8,2.878
2024-01-20,CGY,0,0,0,0,0,18.633333333333333,W,3,1,,regular_season,2023-24,False,2.0,False,1.6,3.3049
2024-01-23,CBJ,0,1,1,1,3,20.4,W,4,1,,regular_season,2023-24,False,3.0,False,1.4,3.6585
2024-01-25,CHI,0,3,3,2,0,21.35,W,3,0,,regular_season,2023-24,False,2.0,False,1.6,3.5366
2024-01-27,NSH,1,2,3,2,1,19.8,W,4,1,,regular_season,2023-24,False,2.0,False,1.8,3.0244
2024-02-06,VGK,0,1,1,-1,1,20.5,L,1,3,,regular_season,2023-24,False,10.0,False,2.2,2.9878
2024-02-09,ANA,1,1,2,2,4,20.133333333333333,W,5,3,,regular_season,2023-24,False,3.0,False,1.6,3.5976
2024-02-10,LAK,0,0,0,-2,3,23.183333333333334,L,0,4,,regular_season,2023-24,False,1.0,True,2.0,2.622
2024-02-13,DET,1,1,2,2,2,17.266666666666666,W,8,4,,regular_season,2023-24,False,3.0,False,1.8,3.3415
2024-02-15,STL,1,0,1,0,2,16.6,L,3,6,,regular_season,2023-24,False,2.0,False,1.6,3.0488
2024-02-17,DAL,0,2,2,2,0,21.08333333333333,W,4,3,,regular_season,2023-24,False,2.0,False,1.2,2.8537
2024-02-19,ARI,1,2,3,1,1,19.05,W,6,3,,regular_season,2023-24,False,2.0,False,1.4,3.3415
2024-02-21,BOS,0,0,0,0,2,22.566666666666663,L,5,6,,regular_season,2023-24,False,2.0,False,1.6,2.7317
2024-02-23,MIN,1,1,2,-2,2,23.03333333333333,L,2,4,,regular_season,2023-24,False,2.0,False,1.6,3.2073
2024-02-24,CGY,0,1,1,-1,2,19.45,L,3,6,,regular_season,2023-24,False,1.0,True,1.6,3.3049
2024-02-26,LAK,1,1,2,1,5,20.08333333333333,W,4,2,,regular_season,2023-24,False,2.0,False,1.6,2.622
2024-02-28,STL,0,0,0,0,3,21.73333333333333,W,3,2,,regular_season,2023-24,False,2.0,False,1.6,3.0488
2024-03-02,SEA,1,1,2,2,3,21.35,W,2,1,,regular_season,2023-24,False,3.0,False,1.0,2.878
2024-03-03,PIT,0,3,3,3,3,17.65,W,6,1,,regular_season,2023-24,False,1.0,True,1.4,3.061
2024-03-05,BOS,2,0,2,2,6,21.55,W,2,1,,regular_season,2023-24,False,2.0,False,1.6,2.7317
2024-03-07,CBJ,0,1,1,0,1,20.633333333333333,L,2,4,,regular_season,2023-24,False,2.0,False,1.8,3.6585
2024-03-09,BUF,0,1,1,1,1,22.066666666666663,L,2,3,,regular_season,2023-24,False,2.0,False,1.6,2.9756
2024-03-10,PIT,0,0,0,0,3,20.1,W,4,0,,regular_season,2023-24,False,1.0,True,1.8,3.061
2024-03-13,WSH,1,3,4,2,7,18.75,W,7,2,,regular_season,2023-24,False,3.0,False,1.4,3.1341
2024-03-16,COL,0,0,0,-3,4,23.883333333333333,L,2,3,,regular_season,2023-24,False,3.0,False,1.6,3.0976
2024-03-19,MTL,1,0,1,0,4,20.516666666666666,W,3,2,,regular_season,2023-24,False,3.0,False,1.2,3.5244
2024-03-21,BUF,1,2,3,3,3,18.95,W,8,3,,regular_season,2023-24,False,2.0,False,1.2,2.9756
2024-03-23,TOR,1,0,1,-1,5,21.48333333333333,L,3,6,,regular_season,2023-24,False,2.0,False,1.6,3.2073
2024-03-24,OTT,1,0,1,-1,1,20.916666666666668,L,3,5,,regular_season,2023-24,False,1.0,True,1.8,3.4268
2024-03-26,WPG,1,0,1,0,3,22.383333333333333,W,4,3,,regular_season,2023-24,False,2.0,False,1.2,2.4268
2024-03-28,LAK,0,3,3,2,2,19.883333333333333,W,4,1,,regular_season,2023-24,False,2.0,False,1.4,2.622
2024-03-30,ANA,0,2,2,3,1,18.016666666666666,W,6,1,,regular_season,2023-24,False,2.0,False,1.8,3.5976
2024-04-01,STL,1,0,1,0,3,20.683333333333334,L,2,3,,regular_season,2023-24,False,2.0,False,1.6,3.0488
2024-04-03,DAL,0,0,0,-2,2,19.08333333333333,L,0,5,,regular_season,2023-24,False,2.0,False,1.6,2.8537
2024-04-05,COL,0,2,2,1,2,19.766666666666666,W,6,2,,regular_season,2023-24,False,2.0,False,1.4,3.0976
2024-04-06,CGY,1,0,1,1,2,22.616666666666667,W,4,2,,regular_season,2023-24,False,1.0,True,1.6,3.3049
2024-04-10,VGK,1,1,2,1,1,19.183333333333334,W,5,1,,regular_season,2023-24,False,4.0,False,1.2,2.9878
2024-04-12,ARI,0,0,0,0,2,20.883333333333333,L,2,3,,regular_season,2023-24,False,2.0,False,1.2,3.3415
2024-04-13,VAN,0,0,0,-1,3,22.28333333333333,L,1,3,,regular_season,2023-24,False,1.0,True,1.0,2.7195
2024-04-15,SJS,0,2,2,1,0,15.6,W,9,2,,regular_season,2023-24,False,2.0,False,1.0,4.0366
2024-04-17,ARI,0,0,0,-1,2,19.33333333333333,L,2,5,,regular_season,2023-24,False,2.0,False,1.0,3.3415
2024-04-22,LAK,1,1,2,0,3,18.116666666666667,W,7,4,1.0,first_round,2023-24,False,5.0,False,0.8,2.622
2024-04-24,LAK,0,2,2,-1,8,20.55,L,4,5,2.0,first_round,2023-24,False,2.0,False,0.8,2.622
2024-04-26,LAK,2,1,3,2,4,17.85,W,6,1,3.0,first_round,2023-24,False,2.0,False,1.2,2.622
2024-04-28,LAK,0,1,1,0,2,20.45,W,1,0,4.0,first_round,2023-24,False,2.0,False,1.8,2.622
2024-05-01,LAK,2,0,2,1,6,24.4,W,4,3,5.0,first_round,2023-24,False,3.0,False,1.6,2.622
2024-05-08,VAN,0,2,2,-1,3,16.716666666666665,L,4,5,1.0,second_round,2023-24,False,7.0,False,2.0,2.7195
2024-05-10,VAN,1,3,4,2,4,27.08333333333333,W,4,3,2.0,second_round,2023-24,False,2.0,False,2.0,2.7195
2024-05-12,VAN,1,1,2,0,5,29.066666666666663,L,3,4,3.0,second_round,2023-24,False,2.0,False,2.4,2.7195
2024-05-14,VAN,1,1,2,-1,4,20.78333333333333,W,3,2,4.0,second_round,2023-24,False,2.0,False,2.2,2.7195
2024-05-16,VAN,0,1,1,-2,2,23.33333333333333,L,2,3,5.0,second_round,2023-24,False,2.0,False,2.4,2.7195
2024-05-18,VAN,0,2,2,2,1,17.533333333333335,W,5,1,6.0,second_round,2023-24,True,2.0,False,2.2,2.7195
2024-05-20,VAN,0,1,1,0,3,17.616666666666667,W,3,2,7.0,second_round,2023-24,True,2.0,False,2.2,2.7195
2024-05-23,DAL,1,0,1,1,3,25.28333333333333,W,3,2,1.0,conf_finals,2023-24,False,3.0,False,1.6,2.8537
2024-05-25,DAL,0,0,0,-1,2,23.466666666666665,L,1,3,2.0,conf_finals,2023-24,False,2.0,False,1.4,2.8537
2024-05-27,DAL,0,0,0,-2,3,20.966666666666665,L,3,5,3.0,conf_finals,2023-24,False,2.0,False,1.0,2.8537
2024-05-29,DAL,1,0,1,2,3,19.8,W,5,2,4.0,conf_finals,2023-24,False,2.0,False,0.8,2.8537
2024-05-31,DAL,0,1,1,0,1,20.8,W,3,1,5.0,conf_finals,2023-24,False,2.0,False,0.6,2.8537
2024-06-02,DAL,0,1,1,0,0,21.45,W,2,1,6.0,conf_finals,2023-24,False,2.0,False,0.6,2.8537
2024-06-08,FLA,0,0,0,-1,4,23.23333333333333,L,0,3,1.0,stanley_cup_finals,2023-24,False,6.0,False,0.6,2.439
2024-06-10,FLA,0,0,0,0,2,23.183333333333334,L,1,4,2.0,stanley_cup_finals,2023-24,False,2.0,False,0.6,2.439
2024-06-13,FLA,0,0,0,-1,3,24.0,L,3,4,3.0,stanley_cup_finals,2023-24,False,3.0,False,0.6,2.439
2024-06-15,FLA,0,2,2,0,3,17.783333333333335,W,8,1,4.0,stanley_cup_finals,2023-24,True,2.0,False,0.4,2.439
2024-06-18,FLA,0,0,0,0,1,22.316666666666663,W,5,3,5.0,stanley_cup_finals,2023-24,True,3.0,False,0.6,2.439
2024-06-21,FLA,0,1,1,1,3,16.666666666666668,W,5,1,6.0,stanley_cup_finals,2023-24,True,3.0,False,0.4,2.439
2024-06-24,FLA,0,0,0,-1,0,22.366666666666667,L,1,2,7.0,stanley_cup_finals,2023-24,True,3.0,False,0.6,2.439
2024-10-09,WPG,0,0,0,-2,3,17.583333333333332,L,0,6,,regular_season,2024-25,False,,False,,2.3457
2024-10-12,CHI,1,0,1,-1,1,23.83333333333333,L,2,5,,regular_season,2024-25,False,3.0,False,0.0,3.6098
2024-10-13,CGY,0,0,0,-1,1,20.6,L,1,4,,regular_season,2024-25,False,1.0,True,0.5,2.9259
2024-10-15,PHI,1,1,2,2,5,23.016666666666666,W,4,3,,regular_season,2024-25,False,2.0,False,0.3333333333333333,3.4691
2024-10-17,NSH,0,1,1,2,1,19.883333333333333,W,4,2,,regular_season,2024-25,False,2.0,False,0.75,3.3704
2024-10-19,DAL,1,0,1,0,2,21.066666666666663,L,1,4,,regular_season,2024-25,False,2.0,False,0.8,2.7037
2024-10-22,CAR,0,1,1,-1,3,23.883333333333333,L,2,3,,regular_season,2024-25,False,3.0,False,1.0,2.775
2024-10-25,PIT,1,0,1,1,3,20.066666666666663,W,4,0,,regular_season,2024-25,False,3.0,False,1.0,3.5926
2024-10-27,DET,2,1,3,1,7,21.166666666666668,W,3,2,,regular_season,2024-25,False,2.0,False,1.2,3.1625
2024-10-28,CBJ,0,0,0,-1,0,19.53333333333333,L,1,6,,regular_season,2024-25,False,1.0,True,1.4,3.2963
2024-10-31,NSH,2,1,3,3,3,19.33333333333333,W,5,1,,regular_season,2024-25,False,3.0,False,1.2,3.3704
2024-11-03,CGY,1,2,3,2,3,21.383333333333333,W,4,2,,regular_season,2024-25,False,3.0,False,1.6,2.9259
2024-11-04,NJD,0,0,0,0,0,22.65,L,0,3,,regular_season,2024-25,False,1.0,True,2.0,2.679
2024-11-06,VGK,0,0,0,-1,2,19.966666666666665,L,2,4,,regular_season,2024-25,False,2.0,False,1.8,2.6914
2024-11-09,VAN,1,1,2,2,4,19.3,W,7,3,,regular_season,2024-25,False,3.0,False,1.2,3.0741
2024-11-12,NYI,2,0,2,1,2,21.08333333333333,W,4,3,,regular_season,2024-25,False,3.0,False,1.6,3.1358
2024-11-14,NSH,0,2,2,2,4,25.65,W,3,2,,regular_season,2024-25,False,2.0,False,1.4,3.3704
2024-11-16,TOR,1,1,2,0,3,22.15,L,3,4,,regular_season,2024-25,False,2.0,False,1.2,2.8148
2024-11-18,MTL,0,0,0,-3,2,21.8,L,0,3,,regular_season,2024-25,False,2.0,False,1.6,3.2469
2024-11-19,OTT,1,2,3,3,4,20.966666666666665,W,5,2,,regular_season,2024-25,False,1.0,True,1.6,2.8272
2024-11-21,MIN,1,0,1,-1,3,23.466666666666665,L,3,5,,regular_season,2024-25,False,2.0,False,1.8,2.9146
2024-11-23,NYR,1,1,2,2,4,19.133333333333333,W,6,2,,regular_season,2024-25,False,2.0,False,1.6,3.1481
2024-11-29,UTA,1,1,2,1,5,23.266666666666666,W,4,3,,regular_season,2024-25,False,6.0,False,1.6,3.061
2024-11-30,COL,0,0,0,1,4,20.1,W,4,1,,regular_season,2024-25,False,1.0,True,1.6,2.8537
2024-12-03,VGK,0,0,0,-1,1,21.766666666666666,L,0,1,,regular_season,2024-25,False,3.0,False,1.6,2.6914
2024-12-05,CBJ,2,0,2,1,2,21.23333333333333,W,6,3,,regular_season,2024-25,False,2.0,False,1.0,3.2963
2024-12-07,STL,0,2,2,1,2,21.7,W,4,2,,regular_season,2024-25,False,2.0,False,1.2,2.8415
2024-12-10,TBL,1,1,2,2,3,21.216666666666665,W,2,1,,regular_season,2024-25,False,3.0,False,1.2,2.6543
2024-12-12,MIN,1,3,4,2,5,18.05,W,7,1,,regular_season,2024-25,False,2.0,False,1.2,2.9146
2024-12-14,VGK,1,2,3,1,5,18.98333333333333,W,6,3,,regular_season,2024-25,False,2.0,False,2.0,2.6914
2024-12-16,FLA,1,1,2,-2,3,20.466666666666665,L,5,6,,regular_season,2024-25,False,2.0,False,2.6,2.7195
2024-12-19,BOS,0,3,3,2,6,24.716666666666665,W,3,2,,regular_season,2024-25,False,3.0,False,2.6,3.3171
2024-12-21,SJS,1,0,1,1,6,22.933333333333334,W,3,2,,regular_season,2024-25,False,2.0,False,2.8,3.8519
2024-12-22,OTT,0,1,1,0,2,22.666666666666668,W,3,1,,regular_season,2024-25,False,1.0,True,2.6,2.8272
2024-12-28,LAK,0,1,1,1,2,21.05,L,3,4,,regular_season,2024-25,False,6.0,False,2.0,2.4815
2024-12-29,ANA,2,0,2,-2,4,21.53333333333333,L,3,5,,regular_season,2024-25,False,1.0,True,1.6,3.2222
2024-12-31,UTA,1,0,1,2,2,20.78333333333333,W,4,1,,regular_season,2024-25,False,2.0,False,1.6,3.061
2025-01-03,ANA,1,0,1,1,4,20.35,W,3,2,,regular_season,2024-25,False,3.0,False,1.2,3.2222
2025-01-04,SEA,1,1,2,1,4,18.1,W,4,2,,regular_season,2024-25,False,1.0,True,1.2,3.2317
2025-01-07,BOS,0,0,0,1,3,20.116666666666667,W,4,0,,regular_season,2024-25,False,3.0,False,1.4,3.3171
2025-01-09,PIT,2,0,2,1,7,27.33333333333333,L,3,5,,regular_season,2024-25,False,2.0,False,1.2,3.5926
2025-01-11,CHI,0,2,2,2,1,21.633333333333333,W,4,3,,regular_season,2024-25,False,2.0,False,1.2,3.6098
2025-01-13,LAK,0,1,1,1,5,24.6,W,1,0,,regular_season,2024-25,False,2.0,False,1.4,2.4815
2025-01-15,MIN,0,1,1,0,4,20.466666666666665,W,5,3,,regular_season,2024-25,False,2.0,False,1.4,2.9146
2025-01-16,COL,0,2,2,1,3,24.516666666666666,W,4,3,,regular_season,2024-25,False,1.0,True,1.2,2.8537
2025-01-18,VAN,2,0,2,0,2,23.7,L,2,3,,regular_season,2024-25,False,2.0,False,1.6,3.0741
2025-01-21,WSH,1,1,2,-1,4,23.683333333333334,L,2,3,,regular_season,2024-25,False,3.0,False,1.6,2.8025
2025-01-23,VAN,1,2,3,0,2,21.916666666666668,W,6,2,,regular_season,2024-25,False,2.0,False,1.6,3.0741
2025-01-25,BUF,0,0,0,0,3,22.6,W,3,2,,regular_season,2024-25,False,2.0,False,2.0,3.5185
2025-01-27,SEA,0,1,1,0,3,20.03333333333333,W,4,2,,regular_season,2024-25,False,2.0,False,1.8,3.2317
2025-01-30,DET,1,0,1,-1,10,24.03333333333333,L,2,3,,regular_season,2024-25,False,3.0,False,1.6,3.1625
2025-02-01,TOR,0,1,1,0,6,25.98333333333333,L,3,4,,regular_season,2024-25,False,2.0,False,1.4,2.8148
2025-02-04,STL,1,1,2,0,8,25.266666666666666,W,3,2,,regular_season,2024-25,False,3.0,False,1.2,2.8415
2025-02-05,CHI,1,1,2,1,3,22.366666666666667,W,4,3,,regular_season,2024-25,False,1.0,True,1.0,3.6098
2025-02-07,COL,2,0,2,0,3,21.55,L,4,5,,regular_season,2024-25,False,2.0,False,1.4,2.8537
2025-02-22,PHI,1,1,2,0,2,19.23333333333333,L,3,6,,regular_season,2024-25,False,15.0,False,1.6,3.4691
2025-02-23,WSH,1,0,1,-2,1,18.066666666666663,L,3,7,,regular_season,2024-25,False,1.0,True,1.8,2.8025
2025-02-25,TBL,1,0,1,0,5,19.683333333333334,L,1,4,,regular_season,2024-25,False,2.0,False,1.8,2.6543
2025-02-27,FLA,1,0,1,2,3,21.78333333333333,L,3,4,,regular_season,2024-25,False,2.0,False,1.6,2.7195
2025-03-01,CAR,0,2,2,1,2,21.116666666666667,W,3,1,,regular_season,2024-25,False,2.0,False,1.4,2.775
2025-03-04,ANA,1,1,2,-4,3,19.23333333333333,L,2,6,,regular_season,2024-25,False,3.0,False,1.4,3.2222
2025-03-06,MTL,1,1,2,1,4,21.75,W,3,2,,regular_season,2024-25,False,2.0,False,1.4,3.2469
2025-03-08,DAL,0,1,1,1,1,19.55,W,5,4,,regular_season,2024-25,False,2.0,False,1.6,2.7037
2025-03-10,BUF,0,2,2,-1,4,23.433333333333334,L,2,3,,regular_season,2024-25,False,2.0,False,1.6,3.5185
2025-03-13,NJD,1,0,1,2,3,24.8,L,2,3,,regular_season,2024-25,False,3.0,False,1.8,2.679
2025-03-14,NYI,2,0,2,2,6,24.116666666666667,W,2,1,,regular_season,2024-25,False,1.0,True,1.6,3.1358
2025-03-16,NYR,0,1,1,-1,2,20.8,W,3,1,,regular_season,2024-25,False,2.0,False,1.6,3.1481
2025-03-18,UTA,0,0,0,2,6,22.383333333333333,W,7,1,,regular_season,2024-25,False,2.0,False,1.4,3.061
2025-03-29,CGY,2,1,3,3,8,22.4,W,3,2,,regular_season,2024-25,False,11.0,False,1.2,2.9259
2025-04-01,VGK,1,0,1,0,2,23.08333333333333,W,3,2,,regular_season,2024-25,False,3.0,False,1.4,2.6914
2025-04-03,SJS,0,1,1,-1,1,10.066666666666666,W,3,2,,regular_season,2024-25,False,2.0,False,1.4,3.8519
2025-04-21,LAK,1,1,2,3,4,22.03333333333333,L,5,6,1.0,first_round,2024-25,False,18.0,False,1.2,2.4815
2025-04-23,LAK,1,0,1,0,2,19.05,L,2,6,2.0,first_round,2024-25,False,2.0,False,1.4,2.4815
2025-04-25,LAK,0,2,2,1,3,21.633333333333333,W,7,4,3.0,first_round,2024-25,False,2.0,False,1.6,2.4815
2025-04-27,LAK,1,3,4,1,4,30.83333333333333,W,4,3,4.0,first_round,2024-25,False,2.0,False,1.4,2.4815
2025-04-29,LAK,0,1,1,1,2,23.216666666666665,W,3,1,5.0,first_round,2024-25,False,2.0,False,2.0,2.4815
2025-05-01,LAK,0,0,0,0,3,21.75,W,6,4,6.0,first_round,2024-25,False,2.0,False,2.0,2.4815
2025-05-06,VGK,1,1,2,1,2,20.766666666666666,W,4,2,1.0,second_round,2024-25,False,5.0,False,1.6,2.6914
2025-05-08,VGK,1,0,1,0,4,28.466666666666665,W,5,4,2.0,second_round,2024-25,False,2.0,False,1.8,2.6914
2025-05-10,VGK,0,2,2,0,2,20.78333333333333,L,3,4,3.0,second_round,2024-25,False,2.0,False,1.6,2.6914
2025-05-12,VGK,0,0,0,0,2,20.1,W,3,0,4.0,second_round,2024-25,False,2.0,False,1.2,2.6914
2025-05-14,VGK,0,1,1,1,5,22.966666666666665,W,1,0,5.0,second_round,2024-25,False,2.0,False,1.0,2.6914
2025-05-21,DAL,1,2,3,-1,4,20.266666666666666,L,3,6,1.0,conf_finals,2024-25,False,7.0,False,1.2,2.7037
2025-05-23,DAL,0,1,1,0,2,19.266666666666666,W,3,0,2.0,conf_finals,2024-25,False,2.0,False,1.4,2.7037
2025-05-25,DAL,0,1,1,1,0,19.75,W,6,1,3.0,conf_finals,2024-25,False,2.0,False,1.4,2.7037
2025-05-27,DAL,1,1,2,1,3,20.83333333333333,W,4,1,4.0,conf_finals,2024-25,False,2.0,False,1.2,2.7037
2025-05-29,DAL,0,2,2,2,0,17.133333333333333,W,6,3,5.0,conf_finals,2024-25,False,2.0,False,1.6,2.7037
2025-06-04,FLA,2,0,2,1,4,28.216666666666665,W,4,3,1.0,stanley_cup_finals,2024-25,False,6.0,False,1.8,2.7195
2025-06-06,FLA,1,1,2,-1,4,32.483333333333334,L,4,5,2.0,stanley_cup_finals,2024-25,False,2.0,False,1.6,2.7195
2025-06-09,FLA,0,0,0,-2,0,20.45,L,1,6,3.0,stanley_cup_finals,2024-25,False,3.0,False,1.8,2.7195
2025-06-12,FLA,1,2,3,1,4,25.35,W,5,4,4.0,stanley_cup_finals,2024-25,False,3.0,False,1.6,2.7195
2025-06-14,FLA,0,1,1,-2,2,23.15,L,2,5,5.0,stanley_cup_finals,2024-25,False,2.0,False,1.8,2.7195
2025-06-17,FLA,0,0,0,-4,0,22.433333333333334,L,1,5,6.0,stanley_cup_finals,2024-25,True,3.0,False,1.6,2.7195
2025-10-08,CGY,1,1,2,0,6,24.666666666666668,L,3,4,,regular_season,2025-26,False,,False,,3.1852
2025-10-11,VAN,1,0,1,1,2,24.183333333333334,W,3,1,,regular_season,2025-26,False,3.0,False,2.0,3.8272
2025-10-14,NYR,0,0,0,0,1,20.28333333333333,W,2,0,,regular_season,2025-26,False,3.0,False,1.5,3.0488
2025-10-16,NYI,1,0,1,-1,2,25.366666666666667,L,2,4,,regular_season,2025-26,False,2.0,False,1.0,2.939
2025-10-18,NJD,0,0,0,-1,2,22.33333333333333,L,3,5,,regular_season,2025-26,False,2.0,False,1.0,3.0976
2025-10-19,DET,1,0,1,-1,1,20.55,L,2,4,,regular_season,2025-26,False,1.0,True,0.8,3.1463
2025-10-21,OTT,0,1,1,1,2,23.183333333333334,W,3,2,,regular_season,2025-26,False,2.0,False,0.6,3.0
2025-10-23,MTL,1,0,1,0,4,22.383333333333333,W,6,5,,regular_season,2025-26,False,2.0,False,0.6,3.122
2025-10-25,SEA,0,2,2,1,5,21.98333333333333,L,2,3,,regular_season,2025-26,False,2.0,False,0.8,3.2222
2025-10-26,VAN,2,0,2,1,3,20.916666666666668,L,3,4,,regular_season,2025-26,False,1.0,True,1.0,3.8272
2025-10-28,UTA,1,1,2,2,4,20.716666666666665,W,6,3,,regular_season,2025-26,False,2.0,False,1.4,2.9012
2025-10-30,NYR,0,1,1,1,3,25.23333333333333,L,3,4,,regular_season,2025-26,False,2.0,False,1.6,3.0488
2025-11-01,CHI,1,1,2,1,3,22.366666666666667,W,3,2,,regular_season,2025-26,False,2.0,False,1.6,3.3537
2025-11-03,STL,0,0,0,-1,0,19.433333333333334,L,2,3,,regular_season,2025-26,False,2.0,False,1.8,3.1481
2025-11-04,DAL,1,0,1,0,2,24.266666666666666,L,3,4,,regular_season,2025-26,False,1.0,True,1.4,2.7561
2025-11-08,COL,0,1,1,-3,1,18.616666666666667,L,1,9,,regular_season,2025-26,False,4.0,False,1.2,2.5062
2025-11-10,CBJ,0,0,0,3,2,23.85,W,5,4,,regular_season,2025-26,False,2.0,False,1.0,3.0854
2025-11-12,PHI,0,0,0,0,0,22.116666666666667,W,2,1,,regular_season,2025-26,False,2.0,False,0.8,2.9634
2025-11-13,CBJ,2,0,2,2,4,24.416666666666668,L,4,5,,regular_season,2025-26,False,1.0,True,0.4,3.0854
2025-11-15,CAR,1,2,3,2,3,20.866666666666667,W,4,3,,regular_season,2025-26,False,2.0,False,0.8,2.9268
2025-11-17,BUF,0,1,1,0,2,23.116666666666667,L,1,5,,regular_season,2025-26,False,2.0,False,1.2,2.939
2025-11-19,WSH,1,1,2,-3,3,23.433333333333334,L,4,7,,regular_season,2025-26,False,2.0,False,1.2,2.9756
2025-11-20,TBL,0,1,1,0,1,23.23333333333333,L,1,2,,regular_season,2025-26,False,1.0,True,1.6,2.8171
2025-11-22,FLA,0,1,1,1,3,22.45,W,6,3,,regular_season,2025-26,False,2.0,False,1.8,3.3659
2025-11-25,DAL,0,1,1,-2,2,18.816666666666663,L,3,8,,regular_season,2025-26,False,3.0,False,1.6,2.7561
2025-11-29,SEA,1,1,2,1,3,21.25,W,4,0,,regular_season,2025-26,False,4.0,False,1.2,3.2222
2025-12-02,MIN,0,0,0,-1,3,22.966666666666665,L,0,1,,regular_season,2025-26,False,3.0,False,1.4,2.9268
2025-12-04,SEA,1,3,4,1,3,17.166666666666668,W,9,4,,regular_season,2025-26,False,2.0,False,1.0,3.2222
2025-12-06,WPG,1,1,2,1,1,16.333333333333332,W,6,2,,regular_season,2025-26,False,2.0,False,1.6,3.1358
2025-12-09,BUF,0,1,1,1,7,24.316666666666663,L,3,4,,regular_season,2025-26,False,3.0,False,1.8,2.939
2025-12-11,DET,0,2,2,1,1,21.0,W,4,1,,regular_season,2025-26,False,2.0,False,1.8,3.1463
2025-12-13,TOR,0,3,3,3,3,21.133333333333333,W,6,3,,regular_season,2025-26,False,2.0,False,1.8,3.6463
2025-12-14,MTL,0,0,0,-1,4,25.916666666666668,L,1,4,,regular_season,2025-26,False,1.0,True,2.4,3.122
2025-12-16,PIT,0,4,4,0,3,18.03333333333333,W,6,4,,regular_season,2025-26,False,2.0,False,1.6,3.2683
2025-12-18,BOS,0,1,1,1,4,22.83333333333333,W,3,1,,regular_season,2025-26,False,2.0,False,2.0,3.0488
2025-12-20,MIN,0,2,2,-2,5,22.116666666666667,L,2,5,,regular_season,2025-26,False,2.0,False,2.0,2.9268
2025-12-21,VGK,0,2,2,0,3,22.28333333333333,W,4,3,,regular_season,2025-26,False,1.0,True,2.0,3.0488
2025-12-23,CGY,3,0,3,0,4,18.816666666666663,W,5,1,,regular_season,2025-26,False,2.0,False,1.8,3.1852
2025-12-27,CGY,0,1,1,-1,2,24.383333333333333,L,2,3,,regular_season,2025-26,False,4.0,False,2.4,3.1852
2025-12-29,WPG,0,0,0,0,1,21.3,W,3,1,,regular_season,2025-26,False,2.0,False,1.8,3.1358
2025-12-31,BOS,0,1,1,-2,8,23.35,L,2,6,,regular_season,2025-26,False,2.0,False,1.6,3.0488
2026-01-03,PHI,0,0,0,-3,1,21.216666666666665,L,2,5,,regular_season,2025-26,False,3.0,False,1.4,2.9634
2026-01-06,NSH,1,2,3,0,3,19.2,W,6,2,,regular_season,2025-26,False,3.0,False,1.0,3.2593
2026-01-08,WPG,0,1,1,2,2,20.516666666666666,W,4,3,,regular_season,2025-26,False,2.0,False,1.0,3.1358
2026-01-10,LAK,2,0,2,2,8,27.45,L,3,4,,regular_season,2025-26,False,2.0,False,1.0,3.0123
2026-01-12,CHI,1,0,1,1,1,21.183333333333334,W,4,1,,regular_season,2025-26,False,2.0,False,1.4,3.3537
2026-01-13,NSH,1,2,3,0,4,23.98333333333333,L,3,4,,regular_season,2025-26,False,1.0,True,1.4,3.2593
2026-01-15,NYI,0,0,0,0,1,24.666666666666668,L,0,1,,regular_season,2025-26,False,2.0,False,2.0,2.939
2026-01-22,PIT,0,0,0,-1,4,19.28333333333333,L,2,6,,regular_season,2025-26,False,7.0,False,1.4,3.2683
2026-01-24,WSH,0,3,3,2,4,26.266666666666666,W,6,5,,regular_season,2025-26,False,2.0,False,1.2,2.9756
