date,opponent,goals,assists,points,plus_minus,SOG,TOI,result,team_score,opp_score,game_number,game_context,season,opp_goalie_id,opp_goalie_name
2023-04-08,SJS,0,1,1,0,1,17.016666666666666,W,6,1,,regular_season,2022-23,8473503,J. Reimer
2023-04-11,COL,0,1,1,0,0,24.366666666666667,W,2,1,,regular_season,2022-23,8480382,A. Georgiev
2023-04-13,SJS,1,2,3,1,3,13.033333333333333,W,5,2,,regular_season,2022-23,8473503,J. Reimer
2023-04-17,LAK,2,0,2,1,6,20.533333333333335,L,3,4,1.0,first_round,2022-23,8476914,J. Korpisalo
2023-04-19,LAK,1,2,3,1,3,21.283333333333335,W,4,2,2.0,first_round,2022-23,8476914,J. Korpisalo
2023-04-21,LAK,0,1,1,0,3,23.733333333333334,L,2,3,3.0,first_round,2022-23,8476914,J. Korpisalo
2023-04-23,LAK,2,1,3,2,5,28.15,W,5,4,4.0,first_round,2022-23,8476914,J. Korpisalo
2023-04-25,LAK,1,0,1,-1,5,21.633333333333333,W,6,3,5.0,first_round,2022-23,8476914,J. Korpisalo
2023-04-29,LAK,1,0,1,1,3,27.35,W,5,4,6.0,first_round,2022-23,8476914,J. Korpisalo
2023-05-03,VGK,4,0,4,1,5,24.1,L,4,6,1.0,second_round,2022-23,8476316,L. Brossoit
2023-05-06,VGK,2,0,2,1,4,18.666666666666668,W,5,1,2.0,second_round,2022-23,8476316,L. Brossoit
2023-05-08,VGK,0,0,0,-2,3,23.05,L,1,5,3.0,second_round,2022-23,8476316,L. Brossoit
2023-05-10,VGK,0,1,1,0,1,19.916666666666668,W,4,1,4.0,second_round,2022-23,8478499,A. Hill
2023-05-12,VGK,0,0,0,-1,4,24.5,L,3,4,5.0,second_round,2022-23,8478499,A. Hill
2023-05-14,VGK,0,0,0,-4,3,24.733333333333334,L,2,5,6.0,second_round,2022-23,8478499,A. Hill
2023-10-11,VAN,1,0,1,0,2,20.933333333333334,L,1,8,,regular_season,2023-24,8477967,T. Demko
2023-10-14,VAN,1,1,2,0,7,25.433333333333334,L,3,4,,regular_season,2023-24,8479193,C. DeSmith
2023-10-17,NSH,2,2,4,2,5,21.0,W,6,1,,regular_season,2023-24,8477424,J. Saros
2023-10-19,PHI,0,0,0,-2,2,19.533333333333335,L,1,4,,regular_season,2023-24,8479394,C. Hart
2023-10-21,WPG,0,2,2,0,2,23.683333333333334,L,2,3,,regular_season,2023-24,8476945,C. Hellebuyck
2023-10-24,MIN,0,2,2,0,2,22.633333333333333,L,4,7,,regular_season,2023-24,8479406,F. Gustavsson
2023-10-26,NYR,0,0,0,0,3,21.266666666666666,L,0,3,,regular_season,2023-24,8471734,J. Quick
2023-10-29,CGY,0,2,2,3,3,24.916666666666668,W,5,2,,regular_season,2023-24,8474593,J. Markstrom
2023-11-02,DAL,0,0,0,-1,3,25.966666666666665,L,3,4,,regular_season,2023-24,8475809,S. Wedgewood
2023-11-04,NSH,0,0,0,-2,1,20.016666666666666,L,2,5,,regular_season,2023-24,8480947,K. Lankinen
2023-11-06,VAN,1,0,1,-1,5,15.683333333333334,L,2,6,,regular_season,2023-24,8477967,T. Demko
2023-11-09,SJS,0,1,1,-1,5,23.6,L,2,3,,regular_season,2023-24,8478406,M. Blackwood
2023-11-11,SEA,0,0,0,0,4,20.866666666666667,W,4,1,,regular_season,2023-24,8475831,P. Grubauer
2023-11-13,NYI,1,3,4,2,2,18.983333333333334,W,4,1,,regular_season,2023-24,8478009,I. Sorokin
2023-11-15,SEA,0,2,2,3,5,22.966666666666665,W,4,3,,regular_season,2023-24,8478916,J. Daccord
2023-11-18,TBL,0,0,0,-2,1,23.25,L,4,6,,regular_season,2023-24,8477992,J. Johansson
2023-11-20,FLA,0,1,1,-2,4,25.283333333333335,L,3,5,,regular_season,2023-24,8475683,S. Bobrovsky
2023-11-22,CAR,0,1,1,-4,2,19.8,L,3,6,,regular_season,2023-24,8477293,A. Raanta
2023-11-24,WSH,2,1,3,1,3,17.016666666666666,W,5,0,,regular_season,2023-24,8479292,C. Lindgren
2023-11-26,ANA,1,1,2,1,1,17.4,W,8,2,,regular_season,2023-24,8480843,L. Dostal
2023-11-28,VGK,0,0,0,1,3,24.566666666666666,W,5,4,,regular_season,2023-24,8480313,L. Thompson
2023-11-30,WPG,1,0,1,0,3,22.016666666666666,W,3,1,,regular_season,2023-24,8476945,C. Hellebuyck
2023-12-06,CAR,0,0,0,-1,1,18.05,W,6,1,,regular_season,2023-24,8481611,P. Kochetkov
